,Psi,r(Psi),f_mu(Psi),f_sigma(Psi)
321,3.8830030030030036,-0.42298710211463103,-1.9000837514748303,2.2796163122849786
322,3.8949749749749754,-0.4250608173899869,-1.915390005926082,2.2832517971760895
323,3.906946946946947,-0.42712701744184084,-1.9307230139780784,2.2868841963755915
324,3.9189189189189193,-0.4291857521931935,-1.9460827113863297,2.290513518298112
325,3.9308908908908915,-0.43123707108654596,-1.9614690342153969,2.2941397713242884
326,3.9428628628628632,-0.43328102308995786,-1.9768819188367064,2.2977629638009076
327,3.954834834834835,-0.43531765670299755,-1.9923213019262889,2.301383104040998
328,3.966806806806807,-0.4373470199626146,-2.0077871204626425,2.3050002003239696
329,3.9787787787787794,-0.43936916044891317,-2.0232793117245587,2.308614260895731
330,3.990750750750751,-0.44138412529083687,-2.0387978132889684,2.3122252939688046
331,4.002722722722723,-0.44339196117176943,-2.0543425630288406,2.31583330772246
332,4.014694694694695,-0.4453927143350447,-2.0699134991110553,2.3194383103028207
333,4.026666666666667,-0.44738643058937655,-2.0855105599943338,2.3230403098230026
334,4.038638638638639,-0.4493731553142083,-2.101133684427206,2.3266393143632444
335,4.050610610610611,-0.45135293346497074,-2.116782811445914,2.3302353319710116
336,4.062582582582583,-0.4533258095782702,-2.132457880372419,2.333828370661137
337,4.074554554554555,-0.45529182777699684,-2.148158830812404,2.3374184384159498
338,4.086526526526527,-0.45725103177534915,-2.163885602653258,2.3410055431853904
339,4.098498498498499,-0.4592034648837959,-2.1796381360621595,2.3445896928871606
340,4.110470470470471,-0.46114917001394573,-2.1954163714840584,2.348170895406822
341,4.122442442442443,-0.46308818968336285,-2.2112202496398057,2.3517491585979484
342,4.134414414414414,-0.46502056602029684,-2.227049711524199,2.355324490282241
343,4.146386386386387,-0.46694634076835045,-2.2429046984041103,2.358896898249668
344,4.158358358358359,-0.46886555529107615,-2.2587851518166087,2.362466390258589
345,4.170330330330331,-0.4707782505765011,-2.2746910135670784,2.366032974035886
346,4.182302302302303,-0.4726844672415933,-2.290622225727408,2.369596657277097
347,4.1942742742742745,-0.4745842455366504,-2.306578730634107,2.3731574476465305
348,4.206246246246247,-0.4764776253496393,-2.322560470886561,2.376715352777424
349,4.218218218218219,-0.47836464621046015,-2.338567389345199,2.3802703802720515
350,4.23019019019019,-0.4802453472951543,-2.35459942912973,2.3838225377018696
351,4.242162162162162,-0.48211976743004653,-2.370656533617357,2.387371832607633
352,4.2541341341341345,-0.4839879450958347,-2.386738646441067,2.390918272499542
353,4.266106106106107,-0.48584991843161246,-2.4028457114878696,2.3944618648573632
354,4.278078078078079,-0.4877057252388413,-2.4189776728971157,2.398002617130571
355,4.29005005005005,-0.4895554029852576,-2.435134475058759,2.401540536738467
356,4.302022022022022,-0.4913989888087309,-2.451316062611698,2.4050756310703174
357,4.313993993993995,-0.4932365195210646,-2.4675223804421087,2.4086079074854907
358,4.325965965965966,-0.4950680316117393,-2.4837533736817643,2.4121373733135734
359,4.337937937937938,-0.4968935612516102,-2.500008987706435,2.415664035854523
360,4.34990990990991,-0.49871314429654423,-2.516289168134226,2.4191879023787757
361,4.3618818818818825,-0.5005268162910119,-2.5325938608239955,2.4227089801273998
362,4.373853853853855,-0.5023346124716237,-2.5489230118737267,2.426227276312206
363,4.385825825825826,-0.504136567770623,-2.565276567618987,2.4297427981158983
364,4.397797797797798,-0.5059327168193231,-2.581654474631322,2.43325555269219
365,4.40976976976977,-0.5077230939515016,-2.598056679716726,2.436765547165942
366,4.421741741741742,-0.5095077332067435,-2.6144831299140785,2.4402727886332882
367,4.433713713713714,-0.5112866683337437,-2.6309337724936523,2.443777284161777
368,4.445685685685686,-0.513059932793555,-2.647408554955557,2.447279040790487
369,4.457657657657658,-0.5148275597627994,-2.663907425028263,2.4507780655301614
370,4.4696296296296305,-0.5165895821368313,-2.680430330667113,2.454274365363346
371,4.481601601601602,-0.5183460325328567,-2.696977220052837,2.457767947244509
372,4.493573573573574,-0.520096943293013,-2.7135480415901005,2.4612588181001755
373,4.505545545545546,-0.5218423464877644,-2.7301427439094974,2.464746984830457
374,4.5175175175175175,-0.5235822739174901,-2.746761275852727,2.46823245430373
375,4.52948948948949,-0.5253167571174892,-2.763403586490668,2.4717152333647103
376,4.541461461461462,-0.5270458273595645,-2.7800696251093466,2.4751953288294346
377,4.553433433433434,-0.5287695156552181,-2.796759341211577,2.47867274748663
378,4.565405405405406,-0.530487852758489,-2.8134726845156073,2.482147496097854
379,4.577377377377378,-0.532200869168747,-2.8302096049537075,2.4856195813976103
380,4.58934934934935,-0.5339085951334563,-2.846970052670839,2.489089010093486
381,4.601321321321322,-0.5356110606508958,-2.8637539780232877,2.492555788866274
382,4.613293293293293,-0.5373082954728432,-2.8805613315772947,2.49601992437009
383,4.6252652652652655,-0.5390003291072287,-2.8973920641077613,2.499481423232509
384,4.637237237237238,-0.5406871908207509,-2.9142461265969324,2.5029402920546966
385,4.64920920920921,-0.542368909641455,-2.9311234702330693,2.5063965374115216
386,4.661181181181182,-0.5440455143612788,-2.948024046409139,2.5098501658516756
387,4.673153153153153,-0.545717033538569,-2.9649478067215735,2.513301183897823
388,4.685125125125126,-0.5473834955005564,-2.9818947029689333,2.5167495980466876
389,4.697097097097098,-0.5490449283458082,-2.9988646871507005,2.5201954147692116
390,4.709069069069069,-0.5507013599466394,-3.0158577114659835,2.5236386405106557
391,4.721041041041041,-0.5523528179515015,-3.0328737283123197,2.52707928169074
392,4.7330130130130135,-0.5539993297873265,-3.04991269028435,2.5305173447037346
393,4.744984984984986,-0.5556409226618614,-3.0669745501727252,2.5339528359186265
394,4.756956956956958,-0.5572776235659473,-3.084059260962757,2.5373857616791935
395,4.768928928928929,-0.5589094592757942,-3.1011667758333306,2.540816128304165
396,4.780900900900901,-0.5605364563552053,-3.1182970481556342,2.544243942087318
397,4.792872872872874,-0.5621586411577854,-3.135450031491997,2.5476692092976
398,4.804844844844845,-0.5637760398291187,-3.152625679594738,2.551091936179261
399,4.816816816816817,-0.5653886783089154,-3.1698239464049762,2.5545121289519637
400,4.828788788788789,-0.5669965823331319,-3.1870447860514663,2.557929793810892
401,4.8407607607607614,-0.5685997774360669,-3.2042881528494753,2.561344936926887
402,4.852732732732734,-0.5701982889524321,-3.22155400129967,2.564757564446565
403,4.864704704704705,-0.571792142019384,-3.238842286086901,2.568167682492408
404,4.876676676676677,-0.5733813615785501,-3.2561529620791854,2.571575297162914
405,4.888648648648649,-0.5749659723780144,-3.2734859843265505,2.5749804145326958
406,4.900620620620621,-0.576545998974279,-3.2908413080598966,2.5783830406525845
407,4.912592592592593,-0.5781214657342156,-3.308218888690026,2.581783181549789
408,4.924564564564565,-0.579692396836968,-3.3256186818064,2.5851808432279504
